Categoria,Edad,Pais,Titulo,Genero,Duracion,Marca,Referencia,Dias,Marcas,Personas,Sinopsis,limpios
AFICIONADO,21,Colombia,El Sueño de Sofía,Drama,504,Samsung,J2 PRO,3,226.0,9,"Sofía una niña de 9 años es diagnosticada por su psicóloga con Autismo, ya que su poca participación e interacción con otros niños la ha aislado. Sus Padres Carlos y Cristian una pareja no convencional intentarán buscar la forma de devolverle la alegría a su hija sin saber que un accidente cambiaría su vida.",sof niñ 9 años diagnostic psicolog autism poc particip interaccion niñ aisl padr carl cristi parej convencional intent busc form devolv alegr hij sab accident cambi vid
SMARTIC INCLUYENTE,51,Colombia,El teléfono roto,Comedia,120,Samsung,Note 8,1,,5,"Cuando una razón pasa de boca en boca, esta razón se distorsiona y termina siendo otra a la original.",razon pas boc boc razon distorsion termin siend original
AFICIONADO,39,Colombia,el temor de margarita,Drama,173,Huawei,P9 lite,4,,10,Margarita camina temerosa en el sistema de transporte público. En medio de su temor piensa que un hombre que esta sentado junto a ella la ha robado pero al final ella se da cuenta que el termino siendo víctima de ella.,margarit camin temer sistem transport public medi temor piens hombr sent junt rob final da cuent termin siend victim
SMARTIC INCLUYENTE,15,Colombia,El tiempo es Oro,Ficción,300,HTC,io,1,,50,Los chicos de un colegio se preocupan por asistir a su colegio y para eso tienen un plan.,chic colegi preocup asist colegi plan
SMARTIC INCLUYENTE,13,Colombia,El trasteo,Drama,107,Huawei,P Smart,2,,6,Se trata del cambio que tiene toda una familia al ingresar al mundo de la discapacidad.,trat cambi tod famili ingres mund discapac
AFICIONADO,33,Colombia,EL TRUEQUE DEL DESDICHADO,Ficción,300,Sony,SONYZPERIAZ3,6,,4,"EL TRUEQUE DE DESDICHADO narra la continua y repetida historia de los enamorados,mimo en su desesperante soledad intenta hallar el amor en lugares olvidados  ,dispuesto a sacrificar las cosas mas importantes de su existencia efímera y vacía ..la historia de MIMO no es mas que la síntesis de lo que resulta de a entrega desmedida .",truequ desdich narr continu repet histori enamor mim desesper soled intent hall amor lugar olvid dispuest sacrific cos mas import existent efimer vac histori mim mas sintesis result entreg desmed
AFICIONADO,20,Colombia,EL ULTIMO RETO,Drama,293,Huawei,HUAWEI TAG-L 23,5,4.0,7,"5 MUCHACHOS DENTRA A UNA CASA ABANDONADA, INICIANDO TODO COMO UN RETO NO SE IMAGINABA LO QUE LES ESPERABA.",5 muchach dentr cas abandon inici ret imagin esper
PROFESIONAL,21,Colombia,El último viaje de mi padre hippie,Drama,282,Samsung,s8,23,91.0,7,"Aldebarán un fracasado administrador, cuida de su padre Luis un viejo hippie, que yace en el hospital en estado crítico tras un accidente automovilístico. Con un muy mal pronóstico médico y la insatisfacción de no poder volver a ver a su esposa, su hijo accede a sacarlo del hospital y emprender un viaje, sin importar las consecuencias, para que sus padres tengan un último adiós.",aldeb fracas administr cuid padr luis viej hippi yac hospital critic tras accident automovilist mal pronost medic insatisfaccion pod volv ver espos hij acced sac hospital emprend viaj import consecuent padr ultim adios
PROFESIONAL,34,Colombia,El Vínculo.,Comedia,225,Apple,Iphone 7,45,191.0,10,"Un hombre al entrar en una casa, escucha un ruido estridente que lo llevara a confrontar con una entidad que es mucho más cercana de lo que imagina.",hombr entrar cas escuch ruid estrident llev confront entid cercan imagin
AFICIONADO,34,Colombia,El y Ella,Comedia,299,Motorola,Moto g4,60,226.0,18,Lucia y Gustavo viven juntos. Ella es una vendedora de productos con un negocio en crecimiento y el un periodista desempleado. Un día ella se da cuenta que están sucediendo cosas extrañas en su casa y descubre que su marido tiene un hábito muy particular.,luci gustav viv junt vendedor product negoci crecimient period desempl dia da cuent suced cos extrañ cas descubr mar habit particul
SMARTIC INCLUYENTE,30,Colombia,ELIAN - Sin condiciones,Documental,300,Huawei,Mate l0 lite,15,,13,"ELIAN - SIn condiciones, es un documental que cuenta como un niño que padece de una alteración genética, más conocida como trisonomía 21,  vive la aceptación dentro de un ambiente escolar normal, y nos permite mostrar como los niños lo incluyen o no, viéndolo como si no tuviera ninguna condición. Además se conoce a través  de sus padres como se vive el proceso de adaptación y aceptación desde el hogar.",eli condicion documental cuent niñ padec alter genet conoc trisonom 21 viv acept dentr ambient escol normal permit mostr niñ inclu viendol si ningun condicion ademas conoc traves padr viv proces adapt acept hog
FAMILIAR,21,Colombia,Ellos,Drama,290,Apple,iPhone8,60,172.0,20,"Ellos es la historia de Margarita y Tiberio, quienes descubren que han olvidado su primer beso. este suceso adentrará a los personajes en un mundo de recuerdos y fantasía que nos llevará a revivir el ayer como magia. enfrentando las dinámicas sociales de los años 50 que marcaron las dificultades y la complejidad de este amor para crecer.",histori margarit tiberi descubr olvid prim bes suces adentr personaj mund recuerd fantas llev reviv ayer magi enfrent dinam social años 50 marc dificultad complej amor crec
AFICIONADO,28,Colombia,Elton Títo.,Comedia,102,Apple,iphone 6 plus,6,9.0,9,"Elton es un personaje con mala suerte que por no tener la aplicación de nequi pasa por una serie de situaciones cómicas, donde se refleja la importancia de contar con nequi.",elton personaj mal suert ten aplic nequi pas seri situacion comic reflej import cont nequi
AFICIONADO,20,Colombia,Emeejushi,Drama,300,Apple,Iphone 7 Plus. Iphone 8  Plus,60,77.0,25,"En su transición de niña a mujer, Uliana, una joven wayuu es conquistada por un extranjero de intenciones dudosas mientras trabaja en el hotel de su familia. Confrontada por sus emociones y su hermano Eliumat, tomará una decision que cambiaría el resto de su vida para siempre.",transicion niñ muj ulian jov wayuu conquist extranjer intencion dud mientr trabaj hotel famili confront emocion herman eliumat tom decision cambi rest vid siempr
CRONICAS,20,Colombia,EN BUSCA DE UN PROYECTO,Crónica,146,Huawei,TAG L 23,3,61.0,2,EL VOCERO DE LA COMUNIDAD DEL BARRIO TOCAIMITA ÁNGEL GOMEZ BUSCA UN PROYECTO QUE AYUDE A SU BARRIO CON LAS PROBLEMÁTICAS QUE OCURREN ALLÍ COMO LA POBREZA Y LA FALTA DE RECURSOS.,vocer comun barri tocaimit angel gomez busc proyect ayud barri problemat ocurr alli pobrez falt recurs
AFICIONADO,26,Colombia,EN EL LUGAR,Drama,294,Samsung,Galaxy S7,7,,8,"EN EL LUGAR.Hermes arias joven campesino de 24 años, trabajaba comerciando con frutas en el pueblo. El alguacil local le abrió una investigación por la desaparición misteriosa de dos niñas en los años anteriores, las dos fueron vistas cerca de su casa respectivamente. vive oculto en una cueva en medio del monte, surcado por un riachuelo, de vez en cuando baja, roba frutas y provisiones para sobrevivir. vemos su apariencia sucia, en su cinturón carga el cuchillo con que ajusticio a sus víctimas..Joaquín Manrique de 38 años, es un viejo capitán del ejército de Colombia, retirado. se dedica a la ganadería y a la siembra. lleva dos días fuera de su casa rastreando las huellas de Hermes. dos semanas antes había sido visitado por el alguacil con la noticia de que habían perdido toda pista a Hermes, así que se dio a la tarea de buscar justicia propia. lo vemos siempre con su pedazo de tabaco encendido en la boca, su rifle de cacería, su machete colgando de la cintura y su mochila que nunca falta donde guarda sus provisiones..Son las 11:00 pm, Joaquín al lado de la fogata donde acampa, tiene pesadillas. vemos como el entra a su casa, hay risas de una niña por todos lados, el empieza a ver manchas de sangre por todo el pasillo hasta el cuarto de su hija donde encuentra una pequeña blusa con sangre..Despierta alterado, seguido de un recuerdo recurrente, la conversación con el alguacil, donde le reclama porque aún no se ha hecho justicia..Joaquín empieza a ver siluetas en medio de los árboles, suelta un disparo y de repente hiere a Hermes quien se da a la fuga, en una persecución vertiginosa llega joaquin a un “callejón sin salida”, Hermes lo sorprende con un fuerte golpe, Joaquín quien trata de reaccionar es llevado al rio para ser ahogado, al momento de reaccionar se forma un forcejeo entre los dos llevando Joaquin la cabeza de Hermes al fondo del riachuelo..Joaquín en medio de ese Frenesí ve a su hija correr por todos lados, ella se detiene y lanza un beso a su padre. quien reacciona de lo que está a punto de hacer..Siguiente día. Joaquin escucha un sermón en la iglesia de pueblo, enciende su puro habitualmente y saluda de lejos al alguacil, quien le responde el saludo agradeciéndole por llevar a Hermes ante la justicia.",lug herm ari jov campesin 24 años trabaj comerci frut puebl alguacil local abri investig desaparicion misteri dos niñ años anterior dos vist cerc cas respect viv ocult cuev medi mont surc riachuel vez baj rob frut provision sobreviv vem aparient suci cinturon carg cuchill ajustici victim joaquin manriqu 38 años viej capitan ejercit colombi retir dedic ganad siembr llev dos dias cas rastr huell herm dos seman sid visit alguacil notici perd tod pist herm asi dio tare busc justici propi vem siempr pedaz tabac encend boc rifl cac machet colg cintur mochil nunc falt guard provision 11 00 pm joaquin lad fogat acamp pesadill vem entra cas ris niñ lad empiez ver manch sangr pasill cuart hij encuentr pequeñ blus sangr despiert alter segu recuerd recurrent convers alguacil reclam aun hech justici joaquin empiez ver siluet medi arbol suelt dispar repent hier herm da fug persecu vertigin lleg joaquin callejon sal herm sorprend fuert golp joaquin trat reaccion llev rio ser ahog moment reaccion form forceje dos llev joaquin cabez herm fond riachuel joaquin medi frenes ve hij corr lad detien lanz bes padr reaccion punt hac siguient dia joaquin escuch sermon iglesi puebl enciend pur habitual salud lej alguacil respond salud agradec llev herm justici
SMARTIC INCLUYENTE,37,Colombia,En La Busqueda,Documental,299,Huawei,P10 Lite,4,,2,"En la Búsqueda .Durante toda la vida muchas personas hemos estado en una búsqueda constante, de lugares, personas, satisfacciones, para poder ser feliz, y no es así, damos con experiencias negativas que causan dolor y tristeza, pero siempre hay un valiente dentro de ti, y te da lo que tanto buscabas.",busqued tod vid much person busqued constant lugar person satisfaccion pod ser feliz asi dam experient negat caus dolor tristez siempr valient dentr da busc
PROFESIONAL,35,Colombia,En Mí,Ficción,300,Samsung,S8,10,274.0,13,"En Mí..Azul es una hermosa niña que sufre una extraña enfermedad en la que se le borra la memoria cada cierto tiempo, ella está batallando una lucha interna, la cual decide enfrentar para poder encontrar la causa de todo lo que le está pasando. Esto, la lleva a descubrir junto con el apoyo de su padre, que su madre desde hace algunos años la está medicando sin ningún tipo de asesoría ni control. Su madre piensa tener todo bajo control.",azul hermos niñ sufr extrañ enfermed borr memori cad ciert tiemp batall luch intern decid enfrent pod encontr caus pas llev descubr junt apoy padr madr hac años medic ningun tip asesor control madr piens ten baj control
JUVENIL,16,Colombia,En Mi Memoria,Drama,300,Samsung,Samsung Galaxy K Zoom,10,157.0,6,"El cortometraje de corte dramático tiene como objetivo mostrar una historia de unos gemelos que comparten su infancia pero que, por una enfermedad inesperada, uno de los dos muere, quedando uno solo. En el cortometraje el sobreviviente cuenta su historia y su sentir luego de la partida de su hermano.",cortometraj cort dramat objet mostr histori gemel compart infanci enfermed inesper dos muer qued sol cortometraj sobrevivient cuent histori sent lueg part herman
AFICIONADO,22,Colombia,En Mis Zapatos,Ficción,299,Samsung,Galaxy S8,2,157.0,8,"Ramón un adulto mayor de 60 años que tras la pérdida de su esposa, aun anhela volver a ver a su hijo luego de haber sido reclutado por las FAR",ramon adult mayor 60 años tras perd espos aun anhel volv ver hij lueg hab sid reclut far
CRONICAS,29,Colombia,en vispera de un agradecimiento,Crónica,299,Sony,xperia z2,4,,15,"es una cronica basada en un plan de agradecimiento a un lider de construccion de paz social de un colectivo juvenil, con la intencion de crear y agradecer en honor a esas organizaciones y lideres que dejan una huella de paz con cultura y arte a los seres humanos sin nada a cambio",cronic bas plan agradec lid construccion paz social colect juvenil intencion cre agradec honor organiz lider dej huell paz cultur arte ser human cambi
