Sinopsis,limpios
"El corto es basado en como ha evolucionado el talento en Colombia, la aceptación y el crecimiento de BMX en nuestro país. Como las marcas nativas, apoyan, crecen y empiezan a influir también en el desarrollo de este deporte, que cada día genera mas aceptación y mas nivel de competencia. No es fÍcil gestionar lugares de practica, pero con los años se han logrado gestiones importantes, patrocinios nacionales y así llamar la atención de grandes empresas que destacan el gran trabajo, compromiso y desarrollo sano de este deporte.",cort bas evolucion talent colombi acept crecimient bmx pais marc nativ apoy crec empiez influ desarroll deport cad dia gener mas acept mas nivel competent ficil gestion lugar practic años logr gestion import patrocini nacional asi llam atencion grand empres destac gran trabaj compromis desarroll san deport
"El primer día de la semana nunca es fÍcil, volver a la rutina y las obligaciones siempre generan pereza y desanimo cada lunes pero siempre hay algo o alguien que puede cambiar tu día, tu semana o tu vida en cualquier momento.",prim dia seman nunc ficil volv rutin oblig siempr gener perez desanim cad lun siempr algui pued cambi dia seman vid cualqui moment
"Alejo y Chispas, son dos pequeños hermanos huérfanos que trabajan para Jota vendiendo cigarrillos. Es 24 de Diciembre y mientras venden Chispas, ve comercial de pavos el cual llama poderosamente su atención, corre hacia una salsamentaria, y ordena ingenuo un gran pavo con algunas monedas. Rocío, la hija del tendero, le ofrece a los hermanos venderles una porción a menor precio dÍndoles plazo hasta las 7 pm para conseguir el dinero. Los hermanos recorren las calles motivados. En el transcurso de la tarde, Alejo guarda el pan de su almuerzo hasta que finalmente logran reunir el dinero. Emocionados, caminan y fantasean sobre lo que serÍ su navidad, pero próximos a llegar a la salsamentaria, son interceptados por Jota, que les arrebata el dinero. Alejo intenta robar la porción de pavo pero es atrapado, sin embargo Rocío compasiva les regala un poco de pavo. Alejo y Chispas llegan a la plaza, se sientan y le dan una gran mordida al pavo, pero este les parece insípido y sec",alej chisp dos pequeñ herman huerfan trabaj jot vend cigarrill 24 diciembr mientr vend chisp ve comercial pav llam poder atencion corr haci salsamentari orden ingenu gran pav moned roci hij tender ofrec herman vend porcion menor preci dindol plaz 7 pm consegu diner herman recorr call motiv transcurs tard alej guard pan almuerz final logr reun diner emocion camin fantas ser navid prox lleg salsamentari intercept jot arrebat diner alej intent rob porcion pav atrap embarg roci compas regal pav alej chisp lleg plaz sient dan gran mord pav parec insip sec
"Luna y Estrella son grandes amigas pertenecientes a una misma comunidad en el estado de Oaxaca-MeÌxico. Un diÌa, Estrella no ha ido a la escuela lo cual extranÌƒa Luna. Aquel diÌa de ausencia escolar, el maestro MartiÌn organizado en concurso de Cometas (papalotes) y premiaraÌ al cometa que vuele maÌs alto. Luna y estrella haraÌn el mejor esfuerzo para ganar el concurso. Sin embargo Estrella no podraÌ estar con su amiga para festejarlo.",lun estrell grand amig pertenecient mism comun oaxac meì xic diì estrell ido escuel extranìƒ lun aquel diì ausenci escol maestr martiì n organiz concurs comet papalot premiaraì comet vuel maì s alto lun estrell haraì n mejor esfuerz gan concurs embarg estrell podraì amig festej
"Omar, un joven de 22 años, en un día cualquiera, llega a su casa y no encuentra a su novia Katherin. En la bÍºsqueda de Katherin por la casa, Omar se encuentra una nota y un reloj extraño, cuando lo lee descubre que el reloj lo llevara junto a ella, transportÍndolo a diferentes lugares hasta llegar a un lugar donde esta Katherin y un secuestrador, dandole un giro a la historia, engañando a Omar y a los espectadores.",omar jov 22 años dia cualqu lleg cas encuentr novi katherin biºsqued katherin cas omar encuentr not reloj extrañ lee descubr reloj llev junt transportindol diferent lugar lleg lug katherin secuestr dandol gir histori engañ omar espect
"Un joven despierta en un portal de Trasmilenio a pocos minutos de las 12 de la noche del 12 de agosto de 2017. El portal se encuentra completamente vacío. EstÍ en un lugar que no conoce, no tiene dinero y las llamadas no le salen. En el afÍn de comunicarse con alguien sale de la estación y busca algÍºn lugar del cual llamar. Encuentra un bar en el que una mujer llama su atención de inmediato. La sigue hasta una habitación con el interés de encontrar un teléfono. En la habitación aparece un hombre quien cómplice de la mujer golpea y despoja de sus pertenencias al joven. En un pequeña discusión entre los ladrones el joven escapa, corre con sus fuerzas y es atropellado por un trasmilenio. Aparece un flashback en el que un periódico muestra la noticia de un joven que en el año 2001 fue atropellado. El joven despierta de nuevo en trasmilenio, se encuentra atrapado en una paradoja eterna sobre el momento de su muerte.",jov despiert portal trasmileni poc minut 12 noch 12 agost 2017 portal encuentr complet vaci esti lug conoc diner llam sal afin comunic algui sal estacion busc algiºn lug llam encuentr bar muj llam atencion inmediat sig habit interes encontr telefon habit aparec hombr complic muj golpe despoj pertenent jov pequeñ discusion ladron jov escap corr fuerz atropell trasmileni aparec flashback period muestr notici jov año 2001 atropell jov despiert nuev trasmileni encuentr atrap paradoj etern moment muert
"Liza es una bailarina de ballet clÍsico que vive en una de las grandes y congestionadas ciudades de nuestro país. Hija de campesinos que migraron a ciudad debido a la horrible situación que en aquel tiempo azotó el pequeño espacio en donde su familia apenas crecía. Bailarina de profesión y condición. Gran parte de su tiempo lo ha dedicado al ballet, su gran compañero, su gran amante, su maldición. Nunca lo ha abandonado. Todo lo que tiene el se lo ha brindado. Su trabajo, su reputación, estabilidad, amigos y muchas ilusiones, claro, ilusiones procedentes de sus pecados y condición. Su realidad se distorsiona en esos momentos donde en su intimidad aparecen sus pecados, sus demonios, disfrazados como parte de una rutina. Solo convive con ellos. Ha intentado deshacerse de su presencia y cree estar llena y sujeta a su decisión, es por eso que aunque los necesita, conscientemente ante el espejo se apoderan de su ser.",liz bailarin ballet clisic viv grand congestion ciudad pais hij campesin migr ciud deb horribl situacion aquel tiemp azot pequeñ espaci famili apen crec bailarin profesion condicion gran part tiemp dedic ballet gran compañer gran amant maldicion nunc abandon brind trabaj reput estabil amig much ilusion clar ilusion procedent pec condicion realid distorsion moment intim aparec pec demoni disfraz part rutin sol conviv intent deshac presenci cre llen sujet decision aunqu necesit conscient espej apoder ser
"Un pueblo llanero ahogado en deudas, descansarÍ con la llegada de un misterioso hombre, quien al querer hospedarse harÍ que Marta la dueña del hotel, de inicio a un ciclo tras un billete, que le darÍ un orden al caos que allí habita; mientras que Leito el mandadero del pueblo estarÍ pegando un extraño panfleto de la alcaldía, lo que harÍ clamar la deuda que este extraño hombre posee para estar a Paz y salvo.",puebl llaner ahog deud descansar lleg misteri hombr quer hosped har mart dueñ hotel inici cicl tras billet dar orden caos alli habit mientr leit mandader puebl estar peg extrañ panflet alcald har clam deud extrañ hombr pose paz salv
Una pareja se conoce en un bar. Tienen muchos secretos que compartir.,parej conoc bar secret compart
"luego de su jornada de clases, leopoldo es perseguido por sus compañeros quienes lo agreden por todo el recorrido hasta llegar a su casa, ya en ella trata de abrir su habitación pero se le extravian las llaves, lo cual lo lleva a recorrer aquella realidad, cruda, real, existente, pero olvidada e ignorada por todos.",lueg jorn clas leopold persegu compañer agred recorr lleg cas trat abrir habit extravi llav llev recorr aquell realid crud real existent olvid ignor
"Una artista obsesionada a su ideología de ""No hay nada mÍs real en el arte que lo que estÍ en el interior del ser"", sueña con crear un arte que va mas allÍ de lo ordinario, buscando crear una forma Íºnica de plasmar y expresar lo que ronda en su mente, esto la lleva a hacer lo imprescindible a través del cuerpo humano, dejando en su camino víctimas a las que ella llama su obra de arte.",artist obsesion ideolog mis real arte esti interior ser sueñ cre arte va mas alli ordinari busc cre form iºnic plasm expres rond ment llev hac imprescind traves cuerp human dej camin victim llam obra arte
"Un viejo peleador retirado se encuentra en una situación económica bastante deplorable, sin un trabajo estable y una hija de 13 años y su esposa que apenas si termino el bachillerato y lo Íºnico que sabe hacer son los oficios del hogar y amar a su esposo incondicionalmente con toda su alma. Sin siquiera ya dinero para pagar el arriendo de la pieza donde incómodamente viven los tres, su vida da otro giro inesperado cuando un viejo amigo de profesión médico le da la noticia que le quedan mÍs o menos dos meses de vida, esto debido a un tumor que tiene en la cabeza y que le estÍ afectando inicialmente su motricidad provocado por los tantos golpes recibidos a lo largo de su vida como peleador callejero. Desesperado por dejar bien a su esposa e hija decide aceptar una propuesta que venía eludiendo de dar su Íºltima pelea en el ring de combate y de su vida. La pelea se pacta a un mes y es el todo por el todo por una bolsa de 250 millones de pesos con el mejor e invicto has",viej peleador retir encuentr situacion econom bastant deplor trabaj establ hij 13 años espos apen si termin bachillerat iºnic sab hac ofici hog amar espos incondicional tod alma siqu diner pag arriend piez incomod viv tres vid da gir inesper viej amig profesion medic da notici qued mis men dos mes vid deb tumor cabez esti afect inicial motric provoc tant golp recib larg vid peleador callejer desesper dej bien espos hij decid acept propuest ven elud dar iºltim pele ring combat vid pele pact mes bols 250 millon pes mejor invict
Es una pareja de novios que se escapan de sus padres para recoger unas boletas de un concierto. El carro se cierra y hacen lo posible para llegar antes de sus padres. Cuando se encuentran todos en la casa sale la noticia en el noticiero dejando a la pareja de novios al descubierto.,parej novi escap padr recog unas bolet conciert carr cierr hac posibl lleg padr encuentr cas sal notici noticier dej parej novi descubiert
"Una pareja intenta ser rescatada de un lugar donde la radiación y contaminación abundan, todo esta travesía la hacen para dar nacimiento a su bebe",parej intent ser rescat lug radiacion contamin abund traves hac dar nacimient beb
"Es la historia de un conductor que recoge a una pasajera, luego de empezar el trayecto, el conductor empieza a ver y a oir cosas extrañas dentro del carro, a través del retrovisor ya no ve a la mujer que recogió si no a una niña, esto lo asusta al punto que pierde el control del carro atropellando a alguien, quien serÍ ? la mujer desaparece.",histori conductor recog pasajer lueg empez trayect conductor empiez ver oir cos extrañ dentr carr traves retrovisor ve muj recog si niñ asust punt pierd control carr atropell algui ser muj desaparec
"Cuenta la vida de Dominic un arquitecto que por un error de la vida y la ambición termina en la cÍrcel, pagando una condena no muy larga pero adquiriendo allí la transformación de su manera de pensar y se convierte en un delincuente de alta peligrosidad que ha pesar de los consejos de su mejor amigo un reconocido abogado y de su novia una distinguida dama de buena posición social, no logra corregir su vida argumentando que si al delinquir lo cojen adentro tiene segura la comida razón por la cual entra y sale de la cÍrcel a menudo! tras de no aceptar una oferta de trabajo y después de dar un gran golpe ingresa a la cÍrcel por 20 años y allí se entera que tiene un hijo.!",cuent vid dominic arquitect error vid ambicion termin circel pag conden larg adquir alli transform maner pens conviert delincuent alta peligr pes consej mejor amig reconoc abog novi distingu dam buen posicion social logr correg vid argument si delinqu coj adentr segur com razon entra sal circel menud tras acept ofert trabaj despues dar gran golp ingres circel 20 años alli enter hij
"Un joven recien graduado de la universidad pasa por una mala situación al no poder conseguir trabajo, al punto del desespero en donde una mala decisión aparece, pero el la convierte en una visión hacia la realidad del pais.",jov reci gradu univers pas mal situacion pod consegu trabaj punt desesper mal decision aparec conviert vision haci realid pais
amor eres tÍº,amor tiº
Un psicologo que tiene dos pacientes las cuales desde su infancia las confundian,psicolog dos pacient cual infanci confundi
"Juan Fernando, empresario exitoso se vio seriamente afectado a raíz de la crisis de la bolsa, producto de esto su esposa ex-modelo quien dejó su carrera para dedicarse a su marido, le abandonaría después de un año bajo una situación tensa resultado de la necesidad económica; ahora él divaga entre la realidad y mundos de fantasía a través de la tecnología buscando volver a su época de gloria y junto a la mujer que siempre amó.",juan fern empresari exit vio seri afect raiz crisis bols product espos ex model dej carrer dedic mar abandon despues año baj situacion tens result neces econom ahor divag realid mund fantas traves tecnolog busc volv epoc glori junt muj siempr amo
Este documental muestra a Tasco en su zona urbana dando a conocer su geografia y principales calles.,documental muestr tasc zon urban dand conoc geografi principal call
"Ana, Una mujer de 26 años vive una vida normal llena de amor junto a su esposo NicolÍs de 28. Él es un doctor especialista en neurología quien crear una mÍquina para borrar recuerdos en la memoria de las personas. Un día Ana descubre que NicolÍs tiene una amante, ella enojada le reclama y el arrepentido, cuenta su infidelidad. Ana desesperada lo coge a golpes liberando su rabia, de tal manera NicolÍs se ve obligado a dormirla y sedarla para calmar el violento ataque. El al ver que su relación se dañaría por otra mujer. Decide usar la mÍquina para borrar recuerdos con Ana y eliminarle la infidelidad. Al ser efectivo su invento se da cuenta que no solo borro su error si no todos sus recuerdos que ella había construido en toda su vida.",ana muj 26 años viv vid normal llen amor junt espos nicol 28 doctor especial neurolog cre miquin borr recuerd memori person dia ana descubr nicol amant enoj reclam arrepent cuent infidel ana desesper cog golp liber rabi tal maner nicol ve oblig dorm sed calm violent ataqu ver relacion dañ muj decid usar miquin borr recuerd ana elimin infidel ser efect invent da cuent sol borr error si recuerd constru tod vid
"un hombre que despues de hacerse unos examenes clinicos, se da cuenta que sufre de leucemia en etapa terminal y decide quitarse la vida; es asi como emprende un viaje lo mas lejos posible con la intension de quitarse la vida; en su camino conoce a una cruz a orilla de carretera a la cual le pone un nombre y recuerda mas adelante, se pierde en su ebriedad y se pinta completamente desnudo y su final es inconcluso.",hombr despu hac examen clinic da cuent sufr leucemi etap terminal decid quit vid asi emprend viaj mas lej posibl intension quit vid camin conoc cruz orill carreter pon nombr recuerd mas adel pierd ebried pint complet desnud final inconclus
"Mujer joven un poco extrovertida, se encuentra en en una crisis en donde trae a colación sus recuerdos mÍs significativos de su vida, como momentos con su padre y con melancolía extraña la vida que ha tenido cuando era niña ,reflexionando un poco de su actual realidad que esta sumergida en la fiesta y el desorden dejando un poco de lado a su pequeño hijo el cual la espera siempre ansioso.",muj jov extrovert encuentr crisis tra colacion recuerd mis signific vid moment padr melancol extrañ vid niñ reflexion actual realid sumerg fiest desord dej lad pequeñ hij esper siempr ansios
"Beatriz se va a suicidar debido a que su novio le fue infiel con su mejor amiga. Javier siempre ha estado enamorado de Beatriz y al descubrir que Andrea no engaño a Beatriz intentara impedir el suicidio. Sin embargo, Javier sufre de una enfermedad que le impide tener recuerdos nuevos, lo que harÍ todo el proceso mas difícil. Todo terminara con resultados inesperados en este thriller psicológico, donde nada es lo que parece. Donde el final y el principio estÍn invertidos. Donde los recuerdos ocupan el lugar mas importante.",beatriz va suicid deb novi infiel mejor amig javi siempr enamor beatriz descubr andre engañ beatriz intent imped suicidi embarg javi sufr enfermed impid ten recuerd nuev har proces mas dificil termin result inesper thrill psicolog parec final principi estin invert recuerd ocup lug mas import
"Daniel (24), un mÍºsico solitario e inseguro, esquizofrénico con pensamientos y lenguaje alterado, que tiene dificultades para diferenciar lo que son alucinaciones y lo que son percepciones reales en su casa, Daniel sale a la calle inseguro, crea un sistema basado en el miedo y empieza a manifestar esa realidad, luego se siente amenazado por una presencia que finalmente lo consume.",daniel 24 miºsic solitari insegur esquizofren pensamient lenguaj alter dificultad diferenci alucin percepcion real cas daniel sal call insegur cre sistem bas mied empiez manifest realid lueg amenaz presenci final consum
"POEMA LÍšGUBRE EN UNA GALERÍA FANTASMAL Sola esta la casa... (final) salga... sombra, huye de ti, oscuridad apremiante, difusa, anÍdica... DIRECCIÓN GENERAL: FRAN NORE",poem lišgubr galer fantasmal sol cas final salg sombr huy oscur apremi difus anid direccion general fran nor
"Mario y Elvis se encuentran en un café y a lo largo de una travesía enmarcada por un pensamiento revolucionario que los lleva a ciertas conjeturas sobre como salir del embrujo social, de la presión, no dejarse atrapar de la adversidad, descubren que se pude soñar basÍndose en los principios bÍsicos de la razón, de los sueños, de disfrutar de silencios y flores, no importa que se quiera ser, aquí encontrara un pequeño empujón al vacío, un despertar, por que no siempre es bueno encasillarse en el efímero y simple pasar de la ciudad, que atrapa como si tuviera la capacidad de arrastrar las ideas del artista.",mari elvis encuentr caf larg traves enmarc pensamient revolucionari llev ciert conjetur sal embruj social presion dej atrap advers descubr pud soñ basindos principi bisic razon sueñ disfrut silenci flor import quier ser aqu encontr pequeñ empujon vaci despert siempr buen encasill efimer simpl pas ciud atrap si capac arrastr ide artist
"Carlos un joven de 23 años, tras una pesadilla hace un recuento de lo sucedido el domingo 05 de abril de 2009 a las 6:00 am durante una discusión entre sus padres.",carl jov 23 años tras pesadill hac recuent suced doming 05 abril 2009 6 00 am discusion padr
"SINOPSIS La vida de un hombre, joven, apuesto y desconocido transcurre en un mundo onírico: rodeado de un paisaje majestuoso e incólume, sin ninguna necesidad biológica, padecimiento o preocupación. Sin embargo, se encuentra sumido en una profunda melancolía producto de su soledad. En vano, espera un día encontrar sentido a su vida. Que parece encontrarse en el Íºnico vestigio humano del bosque: una cabaña que alberga infinitud de libros de ficción sobre sociedades humanas hipotéticas y su ocupante y Íºnico otro ser humano: El OrÍculo. Un anciano sabio y enigmÍtico, con él que sólo tiene contacto por breves lapsos, antes de que este regrese a su letargo sobrenatural; momento en que el hombre debe salir inmediatamente. Fascinado por las historias, sin importar cuÍn terribles sean, el hombre aprovecha los instantes con el OrÍculo para cuestionarlo sobre ellas, pero este siempre responde con sutiles evasivas. Hasta el día en que el hombre lo lleva a revelar que se",sinopsis vid hombr jov apuest desconoc transcurr mund onir rod paisaj majestu incolum ningun neces biolog padec preocup embarg encuentr sum profund melancol product soled van esper dia encontr vid parec encontr iºnic vestigi human bosqu cabañ alberg infinitud libr ficcion sociedad human hipotet ocup iºnic ser human oricul ancian sabi enigmit sol contact brev laps regres letarg sobrenatural moment hombr deb sal inmediat fascin histori import cuin terribl hombr aprovech instant oricul cuestion siempr respond sutil evas dia hombr llev revel
"Â¿Cuan importante es para ti el valor de tu tiempo? Eso es lo que Paula, una niña destacada en ser la mejor, quiere hacerle saber a su padre, un empresario quien debe tomar una decisión muy importante para mantener la relación con ella.",â cuan import valor tiemp paul niñ destac ser mejor quier hac sab padr empresari deb tom decision import manten relacion
ROGELIO UN HOMBRE DE OCHENTA AÍ‘OS QUIERE COMPRAR UN BOLETO DE TREN PERO LE SERA DIFICIL VIAJAR PARA PODE VER A SU HIJA PUES NO TIENE DINERO REAL,rogeli hombr ochent ai quier compr bolet tren ser dificil viaj pod ver hij pues diner real
"Tiziel despierta desconcertado. No sabe que ha ocurrido, no lo recuerda. Desesperado busca a su compañero de armas. Lo poco que encuentra no le sirven como pistas y no puede permanecer en el bosque por mucho mas tiempo.",tiziel despiert desconcert sab ocurr recuerd desesper busc compañer armas encuentr sirv pist pued permanec bosqu mas tiemp
"Alteración de las mÍºltiples personalidades de un individuo que ante la sociedad aparenta llevar una vida normal, pero que al enfrentarse con su realidad deja en libertas sus trastornos mentales",alter miºltipl personal individu socied aparent llev vid normal enfrent realid dej libert trastorn mental
"Enrique ha tenido secuestrada a Emilia por meses. No le quiere hacer daño, ella es su mÍs preciado objeto y encuentra un placer inigualable en recrear la primera vez que la capturó. Emilia, por su parte no puede hacer mucho. Sumisa y controlable, espera que algÍºn día la pesadilla acabe.",enriqu secuestr emili mes quier hac dañ mis preci objet encuentr plac inigual recr primer vez captur emili part pued hac sumis control esper algiºn dia pesadill acab
"La historia se trata de dos mejores amigas, las cuales viven muchas experiencias juntas, pero una de ellas se empieza a enfermar a tal punto de llegar a la muerte. La amiga de esta queda sola y desorientada, sin nadie que la acompañe en su dolor ni nada, cuando de repente unos chicos se le acercan para hablar y desde ese momento vuelve la alegría para esa chica, creando una nueva amistad con otras personas.",histori trat dos mejor amig cual viv much experient junt empiez enferm tal punt lleg muert amig qued sol desorient nadi acompañ dolor repent chic acerc habl moment vuelv alegr chic cre nuev amist person
"Nemopuseno es un niño indígena obligado a salir de su entorno para convertirse en un ser Â¨ÍºtilÂ¨ dentro de la civilización; la ciudad invade su hogar y lo obliga a someterse en un mundo al que no pertenece. Un Írbolito, un ave y sus recuerdos lo llevarÍn a buscar el camino que le corresponde. -Desarrollado en técnica de animación, Sangre Raíz es una metÍfora acerca de la tradición de los pueblos en medio de una civilización poco cuidadosa y desconsiderada. Cada individuo debe recordar quién es y de dónde viene para no perder eso que nos pertenece a todos: la memoria.",nemopusen niñ indigen oblig sal entorn convert ser â iºtilâ dentr civiliz ciud invad hog oblig somet mund pertenec irbolit ave recuerd llevarin busc camin correspond desarroll tecnic anim sangr raiz metifor acerc tradicion puebl medi civiliz cuidad desconsider cad individu deb record quien dond vien perd pertenec memori
"Alejandro es un hombre soltero, mujeriego y descomplicado que tiene un gran conflicto interno y un enorme secreto. Su mejor amigo David intenta ayudarlo pero a el parece no importarle.",alejandr hombr solter mujerieg descomplic gran conflict intern enorm secret mejor amig dav intent ayud parec import
"Antonio, hombre recio, impositivo, autoritario, conforma una familia disfuncional compuesta por Sara su sumisa esposa, subyugada, con baja autoestima y bastante permisiva, por su hija adolescente, rebelde con causa y en choque constate contra el comportamiento de su padre y su relación con la familia y Robert, su hijo mayor, muy descontento con el manejo de la relación de pareja de sus padres y la ausencia constante de Antonio y el descuido de la vida familiar. En Secretos de Familia se cuenta la historia de un padre de familia con una doble vida, un pasado oscuro e inmoral, que se ve enfrentado a una terrible realidad, descubriendo que su ausencia ha causado los malos pasos de su hijo, la desdicha de su esposa y el inconformismo y rebeldía de su hija.",antoni hombr reci imposit autoritari conform famili disfuncional compuest sar sumis espos subyug baj autoestim bastant permis hij adolescent rebeld caus choqu constat comport padr relacion famili robert hij mayor descontent manej relacion parej padr ausenci constant antoni descu vid famili secret famili cuent histori padr famili dobl vid pas oscur inmoral ve enfrent terribl realid descubr ausenci caus mal pas hij desdich espos inconform rebeld hij
"S I N O P S I S Un incidente de robo frustrado, causa el encierro y la muerte de la propietaria de una finca, dejando como secuelas el trauma de su pequeño hijo, el que llegando a la edad adulta se aferra al recuerdo de su Madre.",s i n p s i s incident rob frustr caus encierr muert propietari finc dej secuel traum pequeñ hij lleg edad adult aferr recuerd madr
Historia del maltrato que sufre un joven al quedar casi invÍlido y el desprecio y la violencia de su padre hacia el y de como este necesita sobrevivir en las calles para comer pues el hogar con su es el determinado dolor por razones mÍs allÍ del criterio de su padre,histori maltrat sufr jov qued casi invil despreci violenci padr haci necesit sobreviv call com pues hog determin dolor razon mis alli criteri padr
"Un ""Sí"" es un sin fin de posibilidades, y para un aspirante a actor puede ser mas que un juego de imaginación, puede ser la revelación de su vida.",fin posibil aspir actor pued ser mas jueg imagin pued ser revel vid
"Siervo es un ex militar condenado a vivir la guerra sin tener convicción, sufre las secuelas de esta, haciendo que su vida en el pos conflicto este llena de locura y miseria. â€œLA GUERRA UN MAL QUE NUNCA DEBIÓ EXISTIRâ€",sierv ex milit conden viv guerr ten conviccion sufr secuel hac vid pos conflict llen locur miseri â œla guerr mal nunc deb existirâ
"UN JOVEN COMÍšN Y CORRIENTE ES FLECHADO POR CUPIDO, EL PROBLEMA ES QUE NO SOLO PERDERÍ LA CHICA DE VISTA, SINO QUE ADEMAS TENDRÍ QUE CONVIVIR CON LA FLECHA EN SU PECHO MUY LITERAL; UN AMIGO INTENTARA CURARLO PRESENTÍNDOLE OTRAS CHICAS , PERO SOLO POR LA QUE FUE FLECHADO TENDRÍ LA CURA PARA PODER RETIRAR LA FLECHA",jov comišn corrient flech cup problem sol perder chic vist sin adem tendr conviv flech pech literal amig intent cur present ndol chic sol flech tendr cur pod retir flech
"María Stella Castellanos es una mujer de 58 años de los cuales 20 sufre de artritis reumatoide o romatoidea, una enfermedad degenerativa que con el paso del tiempo le dificultó la movilidad. Para sobrevivir ella realiza tutorías de tareas para los niños que hay en su familia y de su vecindario, aunque el oficio no es constante, ademÍs hace los quehaceres de su casa con ayuda de sus hijos y ademÍs hace manualidades y gorros hechos con lana. Con la ayuda de su familia, sus hijos y su esposo, María Stella demostrarÍ a la sociedad que tiene muchas ganas de vivir y que puede realizar lo que se proponga a pesar de las dificultades que se le presentan en su camino.",mar stell castellan muj 58 años cual 20 sufr artritis reumatoid romatoide enfermed degener pas tiemp dificult movil sobreviv realiz tutor tar niñ famili vecindari aunqu ofici constant adem hac quehacer cas ayud hij adem hac manual gorr hech lan ayud famili hij espos mar stell demostrar socied much gan viv pued realiz propong pes dificultad present camin
"Un hombre encuentra una carta y al leerla, la despedida y las lagrimas se hacen evidentes y mientras retrocede en el tiempo se da cuenta que esta ya no regresra jÍmas...",hombr encuentr cart leerl desped lagrim hac evident mientr retroced tiemp da cuent regresr jim
"Julieta una mujer de unos 20 años se encuentra esperando a que el semÍforo cambie para poder cruzar la calle, Felipe es un hombre de 20 años que se encuentra con su amigo Juan caminando. Felipe y Julieta cruzan la mirada, Se quedan perplejos mirÍndose, Julieta tiene una secuencia de ensoñación donde se encuentran en diferentes lugares y comparten tiempo real juntos, para al final develar que Julieta es sorda y que todo sucedió en su imaginación, por que nunca alcanzó a Felipe.",juliet muj 20 años encuentr esper semifor cambi pod cruz call felip hombr 20 años encuentr amig juan camin felip juliet cruz mir qued perplej mirindos juliet secuenci ensoñ encuentr diferent lugar compart tiemp real junt final devel juliet sord suced imagin nunc alcanz felip
"Daniel es daltónico anacromÍtico, es decir, no puede ver ningÍºn color. Pero Daniel tiene un secreto, y es que a través de la Sinestesia, no hacer falta usar el sentido de la vista para percibir los colores.",daniel dalton anacromit dec pued ver ningiºn color daniel secret traves sinestesi hac falt usar vist percib color
"En este mundo lleno de gente encontrarnos en familia es la base para que la sociedad crezca, pero, Â¿somos tan humanos ?... Una familia se encuentra en casa después de un día de trabajo y estudio, compartiendo su vida y la cotidianidad de su existencia.",mund llen gent encontr famili bas socied crezc â tan human famili encuentr cas despues dia trabaj estudi compart vid cotidian existent
Alexia es una sobreviviente de una catÍstrofe natural que acabó con la humanidad y con casi todo el planeta. Sólamente hay un bosque con una fuente de agua que nace en la alta montaña con un espeso bosque. Es la Íºnica reserva natural que sobrevive. El reflejo de la Madre Tierra hace que suceda algo sobrenatural para restablecer la tierra y la humanidad.,alexi sobrevivient catistrof natural acab human casi planet sol bosqu fuent agu nac alta montañ espes bosqu iºnic reserv natural sobreviv reflej madr tierr hac suced sobrenatural restablec tierr human
"Una Joven decide rebelarse ante tantos maltratos físicos y sexuales de su padrastro, viéndose azotada por los recuerdos de su pasado a medida que camina sin rumbo por la calle,sin mÍs ni menos decide quitarse la vida al montarse al borde de un puente pero despierta en su cama muy asustada ya que los recuerdos de su pasado siguen allí azotandola en sus sueños.",jov decid rebel tant maltrat fisic sexual padrastr viendos azot recuerd pas med camin rumb call mis men decid quit vid mont bord puent despiert cam asust recuerd pas sig alli azot sueñ
"Los integrantes de una banda de rock despiertan para darse cuenta que van tarde como es típico de la mayoría de mÍºsicos en FusagasugÍ. pero resulta que todo se trata de un sueño dentro de otro sueño, correrÍn como locos por varios lugares reconocidos de FusagasugÍ, deleitando al espectador con hermosos monumentos típicos del municipio sin saber si alcanzaran a llegar a su destino, y si llegan, no sabrÍn si aun estÍn soñando, pero algo si es seguro... no se detendrÍn.",integr band rock despiert dars cuent van tard tipic mayor miºsic fusagasug result trat sueñ dentr sueñ correrin loc vari lugar reconoc fusagasug deleit espect hermos monument tipic municipi sab si alcanz lleg destin si lleg sabrin si aun estin soñ si segur detendrin
"Esta es la historia de un padre el cual tiene el objetivo de llevar un paquete a casa, el cual es una canción para su hija. Para él esto es muy importante, ya que esta entrega es una pizca de felicidad para la persona que mÍs ama en el mundo. Sin embargo, durante toda su travesía por la ciudad, tiene muchos inconvenientes para llegar a su destino. Pero una persona que lo conoce, al parecer muy bien, se lo encuentra en el camino y lo lleva a casa, pero para Bruno lo que mÍs importa es ver sonreír a Sonia.",histori padr objet llev paquet cas cancion hij import entreg pizc felic person mis ama mund embarg tod traves ciud inconvenient lleg destin person conoc parec bien encuentr camin llev cas brun mis import ver sonreir soni
"Julia (16), es una joven estudiante insegura. Un día en el salón de clase tiene un sueño donde se le aparece su yo interior y le explica que ella no es la Íºnica que tiene miedos, que al dejarla entrar â€œla timidez se volverÍ su fuerzaâ€. Julia entiende y comienza a ver el mundo de una manera diferente.",juli 16 jov estudi insegur dia salon clas sueñ aparec interior explic iºnic mied dej entrar â œla timidez volver fuerzaâ juli entiend comienz ver mund maner diferent
