,Año,Categoría,País,Género,¿Cómo se enteró?,Referencia Dispositivo
1680,2017,Aficionado,Colombia,Ficción,Amigo,iphone 6s
1681,2017,Aficionado,Colombia,Documental,Redes Sociales,Huawei P8 Lite
1682,2017,Aficionado,Colombia,Suspenso,Amigo,Samsung duos
1683,2017,Aficionado,Colombia,Ficción,Redes Sociales,Iphone 5S
1684,2017,Aficionado,Colombia,Drama,Redes Sociales,Huawei P9
1685,2017,Aficionado,Colombia,Ficción,Televisión,MOTO G 3RA GENERACIÓN TURBO EDITION
1686,2017,Aficionado,Colombia,Drama,Redes Sociales,Desire 10 Lifestyle
1687,2017,Aficionado,Colombia,Drama,Redes Sociales,iphone s6
1689,2017,Aficionado,Colombia,Drama,Redes Sociales,Z2 D6503
1690,2017,Aficionado,Colombia,Drama,Radio,iPhone 5s
1691,2017,Aficionado,Colombia,Drama,Amigo,Nokia 5
1692,2017,Aficionado,Colombia,Drama,Redes Sociales,g3
1693,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Samsung Galaxy S7 Edge
1694,2017,Aficionado,Colombia,Drama,Amigo,G620S-L03
1695,2017,Aficionado,Colombia,Suspenso,Redes Sociales,K10
1696,2017,Aficionado,Colombia,Documental,Redes Sociales,VIne K5
1697,2017,Aficionado,Colombia,Drama,Amigo,Iphone 6
1698,2017,Aficionado,Colombia,Suspenso,Amigo,Iphone 5SE
1699,2017,Aficionado,Colombia,Drama,Redes Sociales,Y5 II
1700,2017,Aficionado,Colombia,Terror,Amigo,Huawei Ascend P7
1701,2017,Aficionado,Colombia,Ficción,Redes Sociales,7 J prime
1702,2017,Aficionado,Colombia,Ficción,Redes Sociales,BLADE A510
1703,2017,Aficionado,Colombia,Drama,Redes Sociales,samsung J7 PRIME
1704,2017,Aficionado,Colombia,Drama,Amigo,A7
1705,2017,Aficionado,Colombia,Drama,Amigo,Ipad Pro
1706,2017,Aficionado,Colombia,Drama,Amigo,I phone 6s
1707,2017,Aficionado,Colombia,Suspenso,Amigo,Huawei y6ll
1708,2017,Aficionado,Colombia,Comedia,Redes Sociales,I PHONE 7 PLUS
1709,2017,Aficionado,Colombia,Drama,Amigo,Galaxy J5 (2016)
1710,2017,Aficionado,Colombia,Drama,Amigo,Huawei P9 Lite VNS-L23
1711,2017,Aficionado,Colombia,Drama,Radio,S4 Mini
1712,2017,Aficionado,Colombia,Documental,Amigo,GALAXY A5
1713,2017,Aficionado,Colombia,Drama,Amigo,"Huawei, y635 l03"
1714,2017,Aficionado,Colombia,Ficción,Amigo,IPHONE 7
1715,2017,Aficionado,Colombia,Drama,Televisión,Moto G primera generacion
1716,2017,Aficionado,Colombia,Documental,Redes Sociales,Iphone 6
1717,2017,Aficionado,Colombia,Comedia,Amigo,Iphone 7 plus
1718,2017,Aficionado,Colombia,Drama,Redes Sociales,iPhone 5
1719,2017,Aficionado,Internacional,Drama,Redes Sociales,4.7 pulgadas 1344 x 750 IPS (326 ppp)
1720,2017,Aficionado,Colombia,Ficción,Televisión,iphone 6
1721,2017,Aficionado,Colombia,Ficción,Prensa,Moto G 3ra Generación
1722,2017,Aficionado,Colombia,Suspenso,Redes Sociales,6
1723,2017,Aficionado,Colombia,Drama,Redes Sociales,iphone 7plus
1724,2017,Aficionado,Internacional,Ficción,Redes Sociales,Galaxy s7 edge
1725,2017,Aficionado,Colombia,Drama,Televisión,iphone 6
1726,2017,Aficionado,Colombia,Drama,Amigo,iPhone 7 32Gb
1727,2017,Aficionado,Colombia,Drama,Redes Sociales,ZTE Blade V580
1728,2017,Aficionado,Colombia,Drama,Redes Sociales,iphone 5
1729,2017,Aficionado,Colombia,Drama,Redes Sociales,p8
1730,2017,Aficionado,Colombia,Suspenso,Redes Sociales,iphone 5
1731,2017,Aficionado,Colombia,Drama,Redes Sociales,nokia sony xperia z1
1732,2017,Aficionado,Colombia,Drama,Redes Sociales,Galaxy S3 mini
1733,2017,Aficionado,Colombia,Drama,Televisión,iphone
1734,2017,Aficionado,Internacional,Comedia,Amigo,Celular
1735,2017,Aficionado,Colombia,Drama,Amigo,Moto Z2 Play
1736,2017,Aficionado,Colombia,Documental,Redes Sociales,776
1737,2017,Aficionado,Colombia,Drama,Amigo,samsung Galaxy J7 prime
1738,2017,Aficionado,Colombia,Drama,Televisión,J5 prime
1739,2017,Aficionado,Colombia,Ficción,Prensa,Samsung Galaxy Grand Max
1740,2017,Aficionado,Colombia,Suspenso,Prensa,Asus Zenfone Go 16 Gb ( ZenFone Go (ZC500TG))
1741,2017,Aficionado,Colombia,Suspenso,Redes Sociales,iPhone 6s
1742,2017,Aficionado,Colombia,Suspenso,Redes Sociales,galaxy s6
1743,2017,Aficionado,Colombia,Drama,Amigo,J5 PRIME
1744,2017,Aficionado,Colombia,Drama,Radio,Iphone 6
1745,2017,Aficionado,Colombia,Acción,Amigo,huawei p10
1746,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6S
1747,2017,Aficionado,Colombia,Drama,Televisión,Y 610
1748,2017,Aficionado,Colombia,Drama,Redes Sociales,MATE 9 LIGHT
1749,2017,Aficionado,Colombia,Suspenso,Amigo,J3 2016
1750,2017,Aficionado,Colombia,Drama,Redes Sociales,iPad Air 2
1751,2017,Aficionado,Colombia,Drama,Amigo,Motorola G5
1752,2017,Aficionado,Colombia,Drama,Redes Sociales,Galaxy Tab S
1753,2017,Aficionado,Colombia,Drama,Redes Sociales,iphone 6
1754,2017,Aficionado,Colombia,Drama,Redes Sociales,Xperia Z3 Compact D5833
1755,2017,Aficionado,Colombia,Drama,Redes Sociales,G5
1756,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 5s
1757,2017,Aficionado,Colombia,Ficción,Prensa,Galaxy S5
1758,2017,Aficionado,Colombia,Drama,Redes Sociales,IPhone 5
1759,2017,Aficionado,Colombia,Ficción,Prensa,J5 PRIME
1760,2017,Aficionado,Colombia,Documental,Redes Sociales,P8
1761,2017,Aficionado,Colombia,Drama,Redes Sociales,tablet4
1762,2017,Aficionado,Colombia,Drama,Redes Sociales,IPHONE 7
1763,2017,Aficionado,Internacional,Ficción,Redes Sociales,Galaxy s6
1764,2017,Aficionado,Colombia,Drama,Redes Sociales,J5
1765,2017,Aficionado,Colombia,Suspenso,Redes Sociales,J5
1766,2017,Aficionado,Colombia,Drama,Redes Sociales,samsung galaxy j7 prime
1767,2017,Aficionado,Colombia,Comedia,Amigo,iphone 4s
1768,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Samsung Galaxy S8 Edge
1769,2017,Aficionado,Colombia,Ficción,Amigo,TAG-L03
1770,2017,Aficionado,Colombia,Drama,Redes Sociales,grand prime
1771,2017,Aficionado,Colombia,Comedia romÍntica,Redes Sociales,g5 plus
1773,2017,Aficionado,Colombia,Ficción,Redes Sociales,iphone 7
1774,2017,Aficionado,Colombia,Comedia,Redes Sociales,Note 4
1775,2017,Aficionado,Colombia,Suspenso,Amigo,IPhone 7
1776,2017,Aficionado,Colombia,Drama,Amigo,J5
1778,2017,Aficionado,Colombia,Documental,Radio,Galaxy j5
1779,2017,Aficionado,Colombia,Suspenso,Amigo,Moto G 3ra generación
1780,2017,Aficionado,Internacional,Suspenso,Redes Sociales,Xperia C5 Ultra
1781,2017,Aficionado,Internacional,Documental,Redes Sociales,Peria C5 Ultra
1782,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Mate 9
1783,2017,Aficionado,Colombia,Documental,Redes Sociales,Iphone 7 plus
1784,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Iphone 7
1785,2017,Aficionado,Colombia,Drama,Redes Sociales,Mate 9 Lite
1786,2017,Aficionado,Colombia,Drama,Radio,Iphone 7
1787,2017,Aficionado,Colombia,Ficción,Amigo,iPhone 6s
1788,2017,Aficionado,Colombia,Drama,Amigo,CY-7806(6572)
1789,2017,Aficionado,Colombia,Drama,Redes Sociales,asus zenfone 3
1791,2017,Aficionado,Colombia,Documental,Amigo,Iphone 6
1792,2017,Aficionado,Colombia,Suspenso,Amigo,Iphone 6
1793,2017,Aficionado,Colombia,Comedia,Redes Sociales,huawei p10 plus
1794,2017,Aficionado,Colombia,Comedia,Redes Sociales,Xperia XA (F3113)
1795,2017,Aficionado,Colombia,Ficción,Amigo,iphone 7
1796,2017,Aficionado,Colombia,Drama,Redes Sociales,IPhone6 - IPhone7
1797,2017,Aficionado,Colombia,Drama,Amigo,Iphone 7
1798,2017,Aficionado,Colombia,Documental,Redes Sociales,P8 Lite
1799,2017,Aficionado,Colombia,Comedia,Televisión,Samsung Galaxy J5 Prime
1800,2017,Aficionado,Colombia,Drama,Prensa,Iphone 7
1801,2017,Aficionado,Colombia,Drama,Amigo,moto g4 play
1802,2017,Aficionado,Colombia,Drama,Amigo,Moto g4 plus
1803,2017,Aficionado,Colombia,Ficción,Amigo,xperia
1804,2017,Aficionado,Colombia,Documental,Radio,Galaxy j5
1805,2017,Aficionado,Colombia,Drama,Redes Sociales,G4 PLUS
1806,2017,Aficionado,Colombia,Drama,Amigo,iPhone 6
1808,2017,Juvenil,Colombia,Suspenso,Televisión,Un telefono gama baja con una camara de 13mgp y un flash led ComÃºn
1809,2017,Juvenil,Afganistán,Comedia romántica,Amigo,sd
1810,2017,Juvenil,Colombia,Drama,Amigo,MKQK2LZ/A
1811,2017,Juvenil,Colombia,Terror,Amigo,XT1641
1813,2017,Juvenil,Colombia,Drama,Redes Sociales,SAMSUNG K ZOOM
1814,2017,Juvenil,Colombia,Documental,Televisión,Y611
1815,2017,Juvenil,Colombia,Suspenso,Redes Sociales,XPERA XA
1816,2017,Juvenil,Colombia,Drama,Redes Sociales,iphone 6s
1817,2017,Juvenil,Colombia,Drama,Amigo,p 9 plus
1818,2017,Juvenil,Colombia,Drama,Amigo,P 9 LITE
1819,2017,Juvenil,Colombia,Suspenso,Amigo,i-phone 5s
1820,2017,Juvenil,Colombia,Drama,Amigo,J1 ACE 2017
1821,2017,Juvenil,Colombia,Ficción,Amigo,gt-s7390l
1823,2017,Juvenil,Colombia,Ficción,Redes Sociales,s4
1824,2017,Juvenil,Colombia,Drama,Redes Sociales,J5 galaxy
1825,2017,Juvenil,Colombia,Ficción,Amigo,MATE 9 LITE
1826,2017,Juvenil,Colombia,Drama,Amigo,lenovo k6
1827,2017,Juvenil,Colombia,Drama,Redes Sociales,Iphone 7
1828,2017,Juvenil,Colombia,Suspenso,Amigo,IPHONE 5S
1829,2017,Juvenil,Colombia,Acción,Radio,wacom
1830,2017,Juvenil,Colombia,Suspenso,Amigo,Sm-G900F
1831,2017,Juvenil,Colombia,Documental,Amigo,Moto G2 - Moto G Segunda Generación
1832,2017,Juvenil,Colombia,Suspenso,Redes Sociales,Iphone 5s
1833,2017,Juvenil,Colombia,Comedia,Amigo,Huawei y6ii
1834,2017,Juvenil,Colombia,Drama,Amigo,iPhone 6S plus
1835,2017,Juvenil,Colombia,Drama,Redes Sociales,Ipad mini A1432
1836,2017,Juvenil,Colombia,Suspenso,Televisión,P9
1837,2017,Juvenil,Colombia,Drama,Amigo,SAMSUMG J7
1838,2017,Juvenil,Colombia,Suspenso,Amigo,Moto g 4 plus
1839,2017,Juvenil,Colombia,Comedia romántica,Amigo,iPhone 7
1840,2017,Juvenil,Colombia,Drama,Redes Sociales,Moto g4 play
1841,2017,Juvenil,Colombia,Suspenso,Redes Sociales,samsung J1 2016
1842,2017,Juvenil,Colombia,Ficción,Televisión,Iphone 6
1843,2017,Juvenil,Colombia,Comedia,Amigo,Galaxy J1 ace
1844,2017,Juvenil,Colombia,Suspenso,Radio,Lanix Ilium S520
1845,2017,Juvenil,Colombia,Suspenso,Televisión,Alcatel Pixi 3(4)
1846,2017,Juvenil,Colombia,Drama,Prensa,CE0979
1847,2017,Juvenil,Colombia,Suspenso,Amigo,Y52
1848,2017,Juvenil,Colombia,Suspenso,Redes Sociales,iphone 5s
1849,2017,Juvenil,Colombia,Ficción,Amigo,iPhone 7
1850,2017,Juvenil,Colombia,Drama,Redes Sociales,Apple iPhone 7 Plus
1851,2017,Juvenil,Colombia,Terror,Redes Sociales,mate 9 lite
1852,2017,Juvenil,Colombia,Ficción,Redes Sociales,Moto x
1854,2017,Juvenil,Colombia,Terror,Amigo,Samsung J1 ace
1855,2017,Juvenil,Colombia,Drama,Redes Sociales,Y6
1856,2017,Juvenil,Colombia,Acción,Amigo,moto e 4 plus
1857,2017,Juvenil,Colombia,Drama,Amigo,Mediapad10Link+
1858,2017,Juvenil,Colombia,Drama,Amigo,iphone 5
1859,2017,Juvenil,Colombia,Drama,Amigo,otro
1860,2017,Juvenil,Colombia,Ficción,Amigo,iPhone 6
1861,2017,Juvenil,Colombia,Suspenso,Amigo,P8 Lite
1862,2017,Juvenil,Colombia,Drama,Amigo,P9
1863,2017,Juvenil,Colombia,Comedia,Amigo,Iphone 7plus
1864,2017,Juvenil,Colombia,Drama,Televisión,J7
1865,2017,Juvenil,Colombia,Ficción,Amigo,Moto G
1866,2017,Juvenil,Colombia,Drama,Redes Sociales,HUAWEI G PLAY - G735-L23
1867,2017,Juvenil,Colombia,Drama,Redes Sociales,J5 Prime
1868,2017,Juvenil,Colombia,Terror,Amigo,ZTE Blade A510
1869,2017,Juvenil,Colombia,Drama,Redes Sociales,iPhone 4s
1870,2017,Juvenil,Colombia,Ficción,Redes Sociales,iphone 7
1871,2017,Juvenil,Afganistán,Comedia,Radio,4g8jb1jb
1872,2017,Juvenil,Colombia,Drama,Amigo,P9 LITE
1873,2017,Juvenil,Colombia,Drama,Redes Sociales,Iphone 7
1874,2017,Juvenil,Comoras,Suspenso,Redes Sociales,LG K-10
1875,2017,Juvenil,Colombia,Suspenso,Redes Sociales,IPHONE 6
1876,2017,Juvenil,Colombia,Acción,Amigo,G7
1877,2017,Juvenil,Colombia,Acción,Televisión,huawei GR3
1878,2017,Juvenil,Colombia,Ficción,Redes Sociales,LG G4 BEAT
1879,2017,Juvenil,Colombia,Drama,Amigo,no soi 100tifico
1880,2017,Juvenil,Colombia,Drama,Amigo,6
1881,2017,Juvenil,Colombia,Drama,Amigo,galaxy note 5
1882,2017,Juvenil,Colombia,Drama,Amigo,redmi note 4
1883,2017,Juvenil,Colombia,Acción,Amigo,vibe b
1884,2017,Juvenil,Colombia,Acción,Televisión,GT-S7390L
1885,2017,Juvenil,Colombia,Documental,Amigo,moto g4 plus
1886,2017,Juvenil,Colombia,Documental,Amigo,"Es un celular con una cámara de 8 megapixeles, de color blanco, Marca Huawei. Y además un celular"
1887,2017,Juvenil,Colombia,Terror,Amigo,NPJ25.93-14
1888,2017,Juvenil,Afganistán,Drama,Televisión,Samsung galaxi J7 prime
1889,2017,Juvenil,Colombia,Drama,Amigo,grand prime
1890,2017,Juvenil,Colombia,Drama,Amigo,Moto G
1891,2017,Juvenil,Colombia,Comedia,Amigo,P9
1892,2017,Juvenil,Colombia,Suspenso,Amigo,Moto G (Tercera generacion=})
1893,2017,Juvenil,Colombia,Terror,Televisión,samsing galaxy j1
1894,2017,Juvenil,Afganistán,Comedia,Amigo,Ipad
1895,2017,Juvenil,Colombia,Drama,Redes Sociales,"iphone 4s, iphone 5s"
1896,2017,Juvenil,Colombia,Drama,Amigo,p9
1897,2017,Juvenil,Colombia,Drama,Amigo,Samsung S5 mini
1898,2017,Juvenil,Colombia,Suspenso,Redes Sociales,Moto X Play
1899,2017,Juvenil,Colombia,Terror,Amigo,HuaweiY511
1900,2017,Juvenil,Argentina,Drama,Amigo,Mi teléfono celular.
1901,2017,Juvenil,Colombia,Drama,Redes Sociales,Y6 II
1902,2017,Juvenil,Colombia,Terror,Redes Sociales,huawei y520 u 03
1903,2017,Juvenil,Afganistán,Drama,Amigo,samsung galaxy j5
1904,2017,Juvenil,Colombia,Ficción,Amigo,Iphone 6
1905,2017,Juvenil,Colombia,Drama,Amigo,ZENFONE 3 MAX
1906,2017,Juvenil,Colombia,Terror,Amigo,moto g5
1907,2017,Juvenil,Colombia,Comedia,Amigo,Huawei ALE-L23
1908,2017,Juvenil,Colombia,Drama,Redes Sociales,SM-J105B
1909,2017,Juvenil,Colombia,Suspenso,Amigo,Samsung S5
1910,2017,Juvenil,Colombia,Suspenso,Amigo,J2
1911,2017,Juvenil,México,Ficción,Redes Sociales,Es un iPad Mini 2
1912,2017,Juvenil,Afganistán,Terror,Redes Sociales,iphone 6
1913,2017,Juvenil,Colombia,Suspenso,Prensa,Huawei P8 lite
1914,2017,Juvenil,Colombia,Drama,Televisión,iphone 7
1915,2017,Juvenil,Colombia,Terror,Amigo,TERROR
1916,2017,Juvenil,Colombia,Acción,Amigo,Huawei P8 Lite
1917,2017,Juvenil,Colombia,Drama,Amigo,D332
1918,2017,Juvenil,Colombia,Comedia,Amigo,Grand Prime
1919,2017,Juvenil,Colombia,Suspenso,Amigo,Alcatel Onetouch Pop Star 5.0
1920,2017,Juvenil,Colombia,Comedia romántica,Amigo,iPhone 6
1921,2017,Juvenil,Colombia,Drama,Redes Sociales,iphone SE
1922,2017,Juvenil,Colombia,Ficción,Redes Sociales,one touch pop
1924,2017,Juvenil,Colombia,Drama,Amigo,motorola g4 plus
1925,2017,Juvenil,Colombia,Drama,Amigo,Apple- Iphone 5s
1926,2017,Juvenil,Colombia,Comedia,Amigo,Ipad
1927,2017,Juvenil,Colombia,Ficción,Amigo,iPhone 6
1928,2017,Juvenil,Colombia,Drama,Redes Sociales,Huawei p9 lite
1929,2017,Juvenil,Colombia,Drama,Redes Sociales,Moto G4 plus
1930,2017,Juvenil,Colombia,Suspenso,Redes Sociales,iPhone 5
1931,2017,Juvenil,Colombia,Drama,Amigo,S6
1932,2017,Juvenil,Colombia,Terror,Amigo,Samsung Prime J7
1933,2017,Juvenil,Colombia,Comedia,Amigo,J1 ace
1934,2017,Juvenil,Colombia,Drama,Televisión,a1549
1935,2017,Juvenil,Colombia,Drama,Amigo,BLADE L3
1936,2017,Juvenil,Argentina,Ficción,Amigo,Un smartphone Samsung de mi mejor amiga
1937,2017,Juvenil,Colombia,Drama,Redes Sociales,p8
1938,2017,Juvenil,Colombia,Drama,Redes Sociales,iphone 6s
1939,2017,Juvenil,Colombia,Documental,Amigo,Lenovo k6
1941,2017,Profesional,Colombia,Drama,Redes Sociales,APPLE IPHONE 7
1942,2017,Profesional,Colombia,Drama,Redes Sociales,iphone 6s plus
1943,2017,Profesional,Colombia,Suspenso,Redes Sociales,s7
1944,2017,Profesional,Colombia,Drama,Televisión,Galaxy j7 Prime
1945,2017,Profesional,Colombia,Drama,Redes Sociales,s7 edge
1947,2017,Profesional,Colombia,FicciÃ³n,Redes Sociales,Iphone 6
1948,2017,Profesional,Colombia,Ficción,Redes Sociales,Samsung S8
1949,2017,Profesional,Colombia,Documental,Amigo,Iphone 6
1950,2017,Profesional,Colombia,Ficción,Redes Sociales,Moto Z
1951,2017,Profesional,Colombia,Drama,Televisión,MOTO Z
1952,2017,Profesional,Afganistán,FicciÃ³n,Prensa,iPhone 7
1953,2017,Profesional,Colombia,Documental,Redes Sociales,Iphone 5S
1954,2017,Profesional,Colombia,Suspenso,Redes Sociales,S7 Edge
1955,2017,Profesional,Colombia,Ficción,Amigo,IPHONE SE
1956,2017,Profesional,Afganistán,Drama,Redes Sociales,IPHONE 7
1957,2017,Profesional,Colombia,Suspenso,Redes Sociales,Galaxy J7 Metal
1958,2017,Profesional,Colombia,Documental,Amigo,Samsung S7 Edge
1960,2017,Profesional,Colombia,Ficción,Amigo,P9 Lite
1961,2017,Profesional,Colombia,Suspenso,Redes Sociales,iphone 7 plus
1962,2017,Profesional,Colombia,Suspenso,Redes Sociales,iphone 5 SE
1963,2017,Profesional,Colombia,Drama,Amigo,Iphone 5s
1964,2017,Profesional,Colombia,Drama,Amigo,iPhone 7
1965,2017,Profesional,Colombia,Comedia,Redes Sociales,Iphone 7
1966,2017,Profesional,Colombia,Documental,Redes Sociales,Galaxy S7
1967,2017,Profesional,Colombia,Comedia,Redes Sociales,Iphone 6 S
1968,2017,Profesional,Colombia,Drama,Amigo,Iphone 7 plus
1969,2017,Profesional,Colombia,Ficción,Amigo,MOTO G5 PLUS
1970,2017,Profesional,Colombia,Suspenso,Redes Sociales,Iphone 7 Plus
1971,2017,Profesional,Colombia,Ficción,Redes Sociales,Iphone 7
1972,2017,Profesional,Colombia,Ficción,Redes Sociales,iPhone 6 plus
1973,2017,Profesional,Colombia,Documental,Redes Sociales,Iphone 7 Plus
1974,2017,Profesional,Estados Unidos,Drama,Amigo,IPHONE 7
1975,2017,Profesional,España,Terror,Redes Sociales,6s
1976,2017,Profesional,Colombia,Drama,Redes Sociales,iPhone 6
1977,2017,Profesional,Colombia,Suspenso,Amigo,Iphone 6s
1978,2017,Profesional,Colombia,Terror,Amigo,Nokia Lumia 1020
1979,2017,Profesional,Colombia,Documental,Redes Sociales,olympya
1980,2017,Profesional,Estados Unidos,Documental,Amigo,Iphone 6S y Iphone 7S
1981,2017,Profesional,Colombia,Drama,Redes Sociales,s 6
1982,2017,Profesional,Colombia,AcciÃ³n,Amigo,iphone 6
1983,2017,Profesional,Colombia,Drama,Redes Sociales,Iphone 7plus
1984,2017,Profesional,Colombia,Suspenso,Redes Sociales,Samsung S8 Plus
1985,2017,Profesional,Colombia,Suspenso,Redes Sociales,ipad mini.
1986,2017,Profesional,Colombia,Suspenso,Amigo,Iphone S4
1987,2017,Profesional,Venezuela,Ficción,Amigo,iPhone 5s
1988,2017,Profesional,Colombia,Ficción,Redes Sociales,P8
1989,2017,Profesional,Colombia,Drama,Prensa,P8
1990,2017,Profesional,Colombia,Ficción,Amigo,s7 edge
1991,2017,Profesional,Colombia,Ficción,Redes Sociales,Iphone 6s
1993,2017,Profesional,Colombia,Drama,Amigo,IPHONE 6S 128 gb
1994,2017,Profesional,Colombia,Drama,Amigo,Ipad Pro A1701
1995,2017,Profesional,Colombia,Ficción,Redes Sociales,Galaxy S5
1996,2017,Profesional,Colombia,Ficción,Amigo,MOTO G5 PLUS
1999,2017,Profesional,Colombia,Acción,Amigo,Iphone 7
2000,2017,Profesional,Colombia,Drama,Redes Sociales,IPhone 6S
2001,2017,Profesional,Colombia,FicciÃ³n,Redes Sociales,LANIX ILIUM L1200
2002,2017,Profesional,Colombia,Drama,Redes Sociales,Iphone 5s
2003,2017,Profesional,Colombia,Suspenso,Televisión,p9
2004,2017,Profesional,Colombia,Ficción,Redes Sociales,samsung galaxy 6 age
2005,2017,Profesional,Colombia,Comedia romántica,Redes Sociales,iphone 7 plus
2006,2017,Profesional,Colombia,Drama,Redes Sociales,IPHONE 6
2007,2017,Profesional,Colombia,Drama,Amigo,S7 EDGE
2008,2017,Profesional,Colombia,Terror,Prensa,MATE 9
2009,2017,Profesional,Colombia,Drama,Televisión,samsung J7
2010,2017,Profesional,Colombia,Drama,Redes Sociales,Iphone 6s
2011,2017,Profesional,Afganistán,Drama,Amigo,Iphone 6S
2012,2017,Profesional,Colombia,Drama,Amigo,IPhone 7
2013,2017,Profesional,Colombia,Suspenso,Redes Sociales,iPAD 2
2017,2017,Profesional,Colombia,Ficción,Redes Sociales,SAMSUNG 4G
2018,2017,Profesional,Colombia,Comedia romántica,Redes Sociales,Iphone 5S
2019,2017,Profesional,Colombia,Documental,Redes Sociales,SM-J111M
2020,2017,Profesional,Colombia,Comedia,Prensa,6
2021,2017,Profesional,Colombia,FicciÃ³n,Amigo,Iphone 6
2022,2017,Profesional,Colombia,Ficción,Amigo,6
2023,2017,Profesional,Colombia,Ficción,Televisión,iphone 5s
2024,2017,Profesional,Colombia,Suspenso,Prensa,iphone 7
2025,2017,SmarTIC,Colombia,Suspenso,Redes Sociales,galax ace4
2026,2017,SmarTIC,Colombia,Acción,Redes Sociales,iPod Touch
2027,2017,SmarTIC,Colombia,Acción,Redes Sociales,iPod Touch
2028,2017,SmarTIC,Colombia,Comedia romántica,Amigo,iphone 5
2029,2017,SmarTIC,Colombia,Ficción,Redes Sociales,Samsung J7
2030,2017,SmarTIC,Colombia,Documental,Amigo,GALAXI J2Prime
2031,2017,SmarTIC,Colombia,Documental,Amigo,IPHONE 6
2032,2017,SmarTIC,Afganistán,Drama,Redes Sociales,iPhone a 5s dorado 15gb
2033,2017,SmarTIC,Colombia,Acción,Redes Sociales,p7
2034,2017,SmarTIC,Colombia,Drama,Redes Sociales,Galaxy J7
2035,2017,SmarTIC,Colombia,Drama,Amigo,Mate 9 Lite
2036,2017,SmarTIC,Colombia,Acción,Televisión,AVVIO792
2037,2017,SmarTIC,Colombia,Ficción,Amigo,Moto X Play
2038,2017,SmarTIC,Colombia,Documental,Televisión,azumi
2039,2017,SmarTIC,Colombia,Drama,Amigo,IPHONE 6 Y IPHONE 7
2040,2017,SmarTIC,Colombia,Suspenso,Redes Sociales,iphon 5
2041,2017,SmarTIC,Colombia,Drama,Amigo,NOTEEDGE
2042,2017,SmarTIC,Colombia,Documental,Amigo,samsung
2043,2017,SmarTIC,Colombia,Ficción,Redes Sociales,Galaxy S6
2044,2017,SmarTIC,Colombia,Documental,Amigo,2accjb036
2045,2017,SmarTIC,Colombia,Documental,Amigo,2ACC
2046,2017,SmarTIC,Colombia,Comedia,Redes Sociales,J7
2047,2017,SmarTIC,Afganistán,Documental,Televisión,sony
2048,2017,SmarTIC,Afganistán,Suspenso,Amigo,Redmi 4X
2049,2017,SmarTIC,Colombia,Ficción,Amigo,GALAXY J5
2050,2017,SmarTIC,Colombia,Drama,Amigo,Iphone 6S
2051,2017,SmarTIC,Colombia,Documental,Amigo,S6 edge
2052,2017,SmarTIC,Colombia,Drama,Redes Sociales,E3
2053,2017,SmarTIC,Afganistán,Documental,Redes Sociales,azumi
2054,2017,SmarTIC,Colombia,Comedia,Redes Sociales,fue hecha desde un teléfono Blakc Berry monocromático 2010 / 9000 / 4.48 in /114mm; 2.6 in / 66 mm
2055,2017,SmarTIC,Colombia,Ficción,Redes Sociales,Moto X Play
2056,2017,SmarTIC,Colombia,Comedia,Redes Sociales,Moto E 4
2057,2017,SmarTIC,Colombia,Drama,Amigo,Galaxy S6 edge SM-G925I
2058,2017,SmarTIC,Colombia,Documental,Amigo,modelo A1458 serial DMQUXEXF186
2059,2017,SmarTIC,Colombia,Drama,Amigo,J7
2060,2017,SmarTIC,Colombia,Documental,Amigo,MOTOG PLUS
2061,2017,SmarTIC,Colombia,Documental,Amigo,INFINIX
2062,2017,SmarTIC,Afganistán,Documental,Amigo,Xperia C4
2064,2017,SmarTIC,Colombia,Drama,Redes Sociales,iphonne S6
2065,2017,SmarTIC,Colombia,Terror,Redes Sociales,noo e echo el cortonetraje solo ya lo tengo planiado
2066,2017,SmarTIC,Colombia,Documental,Amigo,iphone5S
2067,2017,SmarTIC,Colombia,Suspenso,Redes Sociales,La hija de zombie
2068,2017,SmarTIC,Colombia,Documental,Amigo,One Touch Pop C1
2069,2017,SmarTIC,Colombia,Terror,Redes Sociales,Sony Xperia L1 LTE
2070,2017,SmarTIC,Colombia,Documental,Amigo,Galaxy j7
2071,2017,SmarTIC,Colombia,Terror,Televisión,azumi a35c
2072,2017,SmarTIC,Colombia,Documental,Redes Sociales,iphone 5s
2073,2017,SmarTIC,Colombia,Drama,Redes Sociales,iPhone 7
2074,2017,SmarTIC,Colombia,Drama,Televisión,intel microshof
2075,2017,SmarTIC,Colombia,Drama,Amigo,G-play mini
2076,2017,SmarTIC,Colombia,Documental,Redes Sociales,Huawei cun-u29
2077,2017,SmarTIC,Colombia,Documental,Redes Sociales,Galaxy A5
2078,2017,SmarTIC,Colombia,Terror,Amigo,celular samsung duos
2079,2017,SmarTIC,Afganistán,Comedia,Redes Sociales,6
2081,2017,SmarTIC,Colombia,Acción,Redes Sociales,iphone 7
2082,2017,SmarTIC,Colombia,Documental,Mensaje de texto,galaxi j5
2083,2017,SmarTIC,Colombia,Documental,Amigo,F3113
